address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),rate_clean,approx_cost_clean,cost_bracket
"Ejipura Main Road, Near Viveknagar Police Station, Ejipura, Bangalore",V.S. Garden Restaurant,No,No,3.5/5,17,+91 9686667490,Ejipura,Casual Dining,Not Specified,"North Indian, Chinese",800,Delivery,Koramangala 4th Block,3.5,800.0,Upper-Mid (₹700 - ₹1500)
"199, 2nd Cross, 7th Block, Koramangala 7th Block, Bangalore",Ande Ka Funda,No,No,3.6/5,72,+91 9036264592,Koramangala 7th Block,Quick Bites,"Rolls, Aloo Paratha, Lassi, Bread Omelette","North Indian, Chinese, Rolls",250,Delivery,Koramangala 4th Block,3.6,250.0,Budget (< ₹300)
"348/B, 1st Main, Koramangala 8th Block, Bangalore",Jeevika Donne Biryani,No,No,3.4/5,8,+91 9901651860,Koramangala 8th Block,Quick Bites,Not Specified,"Biryani, Chinese, Fast Food",300,Delivery,Koramangala 4th Block,3.4,300.0,Mid-Tier (₹300 - ₹700)
"80 Feet Road,Eat Street, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Hungry Paunch,No,No,4.0/5,203,"+91 9986631114
+91 8197845355",Koramangala 6th Block,"Food Court, Quick Bites","Luchi, Mutton Kosha, Mutton Curry, Roti, Fish Finger, Chicken Curry","Bengali, Bihari",350,Delivery,Koramangala 4th Block,4.0,350.0,Mid-Tier (₹300 - ₹700)
"Kormangala Police Station, Near Shiva Trader, Koramangala 1st Block, Bangalore",Kshera Sagar,No,No,,0,+91 9535120269,Koramangala 1st Block,Quick Bites,Not Specified,"North Indian, Chinese",200,Delivery,Koramangala 4th Block,,200.0,Budget (< ₹300)
"13, A4 Sharavathi Block, NGV, Koramangala 6th Block, Bangalore",NGV Fast Food,No,No,3.5/5,8,"080 25719008
00 25705030",Koramangala 6th Block,Quick Bites,Not Specified,"North Indian, Fast Food",250,Delivery,Koramangala 4th Block,3.5,250.0,Budget (< ₹300)
"21, 23rd Cross, Ejipura Main Road, Near Ejipura Signal, Ejipura",Chalo Delhi Darbaar,No,No,,0,+91 9538379882,Ejipura,Quick Bites,Not Specified,"North Indian, Mughlai, Chinese",400,Delivery,Koramangala 4th Block,,400.0,Mid-Tier (₹300 - ₹700)
"1433/B, 60 Feet Road, 5h Block, KHB Block Koramangala, Koramangala 5th Block",Apsara Ice Cream,No,No,4.0/5,128,+91 96663067506,Koramangala 5th Block,Dessert Parlor,Panipuri,Ice Cream,200,Delivery,Koramangala 4th Block,4.0,200.0,Budget (< ₹300)
"95, Koramangala 6th Block, Bangalore",Happy Plate,No,No,3.6/5,54,080 40973766,Koramangala 6th Block,Quick Bites,"Chole Bhature, Omelette","North Indian, Chinese, South Indian, Fast Food",400,Delivery,Koramangala 4th Block,3.6,400.0,Mid-Tier (₹300 - ₹700)
"3rd Cross Road, Koramangala 6th Block, Bangalore",Kebab Ganj,No,No,3.4/5,7,+91 7760078619,Koramangala 6th Block,Delivery,Not Specified,"Kebab, Rolls",300,Delivery,Koramangala 4th Block,3.4,300.0,Mid-Tier (₹300 - ₹700)
"59, 17D Main, Koramangala 6th Block, Bangalore",The Choux Box,No,No,3.5/5,11,+91 9986700745,Koramangala 6th Block,"Takeaway, Delivery",Not Specified,"Desserts, Bakery",300,Delivery,Koramangala 4th Block,3.5,300.0,Mid-Tier (₹300 - ₹700)
"Koramangala 6th Block, Bangalore",Nightfork,No,No,3.7/5,126,"+91 7259603382
+91 9148164362",Koramangala 6th Block,Delivery,"Noodles, Biryani, Peri Peri Pasta, Laccha Paratha","Chinese, Biryani, Pizza, Italian, North Indian",500,Delivery,Koramangala 4th Block,3.7,500.0,Mid-Tier (₹300 - ₹700)
"Eat Street 11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",The Breakfast Truck,No,No,3.9/5,64,+91 9744494999,Koramangala 6th Block,Quick Bites,"English Breakfast, Eggs, Baked Beans, Oreo Pancake, Nutella Pancakes, French Toast, Omelette",Continental,550,Delivery,Koramangala 4th Block,3.9,550.0,Mid-Tier (₹300 - ₹700)
"663, Yash, 17th D Main, 6th Cross, 6th Block, Koramangala 6th Block, Bangalore",Straight From The Heart,No,No,3.4/5,5,"+91 9900097191
+91 8041466248",Koramangala 6th Block,Bakery,Not Specified,"Bakery, Desserts",300,Delivery,Koramangala 4th Block,3.4,300.0,Mid-Tier (₹300 - ₹700)
"110, Near Allen Solly Showroom, 1st Cross, Koramangala 6th Block, Bangalore",Delightz,No,No,4.0/5,40,"+91 9886393428
080 41429812",Koramangala 6th Block,Dessert Parlor,"Waffles, Burgers, Tea, Pasta, Garlic Bread","Desserts, Fast Food",300,Delivery,Koramangala 4th Block,4.0,300.0,Mid-Tier (₹300 - ₹700)
"1004, 80 Feet Road Near Wipro circle, Koramangala 1st Block, Bengaluru",Martino's,No,No,3.6/5,30,+91 9108197505,Koramangala 1st Block,Quick Bites,Not Specified,"Italian, Pizza",350,Delivery,Koramangala 4th Block,3.6,350.0,Mid-Tier (₹300 - ₹700)
"Shop 906/5, 80 Feet Road, Koramangala 6th Block, Bangalore",The Fresh Factor,No,No,3.1/5,14,+91 8420054402,Koramangala 6th Block,Quick Bites,Not Specified,"Juices, Sandwich",200,Delivery,Koramangala 4th Block,3.1,200.0,Budget (< ₹300)
"81, 9th A Main Road, Koramangala 4th Block, Karnataka, India",NV Patisserie,No,No,3.6/5,10,+91 9448073159,Koramangala 1st Block,"Takeaway, Delivery",Not Specified,"Desserts, Bakery",350,Delivery,Koramangala 4th Block,3.6,350.0,Mid-Tier (₹300 - ₹700)
"990, Ground Floor, 5th D Main Road, Koramangala 1st Block, Bangalore",Royale Biryani,No,No,,0,+91 9831810436,Koramangala 1st Block,"Takeaway, Delivery",Not Specified,Biryani,500,Delivery,Koramangala 4th Block,,500.0,Mid-Tier (₹300 - ₹700)
"Koramangala 6th Block, Bangalore",Box of Biryani,No,No,3.5/5,9,+91 7760777862,Koramangala 6th Block,Delivery,Not Specified,"Biryani, North Indian, Kebab",400,Delivery,Koramangala 4th Block,3.5,400.0,Mid-Tier (₹300 - ₹700)
"431, 80 Feet Road, Koramangala 6th Block, Bangalore",Bhokali Paratha,No,No,,0,+91 8861561000,Koramangala 6th Block,Delivery,Not Specified,North Indian,200,Delivery,Koramangala 4th Block,,200.0,Budget (< ₹300)
"1st Floor, 3rd Main, 4th Cross Road, Janet Building, Near Viveknagar Bus Stop, Ejipura, Bangalore",Big Box Theory,No,No,3.6/5,11,+91 7406107511,Ejipura,Delivery,Not Specified,"Salad, Healthy Food, Fast Food",550,Delivery,Koramangala 4th Block,3.6,550.0,Mid-Tier (₹300 - ₹700)
"Kadamba, 1st Main Road, Opposite Stag Adithya Apartment, Ashwini Layout, Ejipura, Bangalore",Parathe Wali Gali,No,No,3.4/5,36,"+91 9538839993
+91 9602715167",Ejipura,"Takeaway, Delivery",Not Specified,"North Indian, Beverages",250,Delivery,Koramangala 4th Block,3.4,250.0,Budget (< ₹300)
"11, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",The Sweet Spot,No,No,4.0/5,157,+91 7349250512,Koramangala 6th Block,Dessert Parlor,"Brownie, Vanilla Ice Cream",Desserts,300,Delivery,Koramangala 4th Block,4.0,300.0,Mid-Tier (₹300 - ₹700)
"28/1, 4, Vivek Nagar Post, Ejipura Main Road, Ejipura, Bangalore",Ambur Hot Dum Biryani,No,No,3.3/5,8,"+91 7676372301
+91 8861265353",Ejipura,Quick Bites,Not Specified,Biryani,100,Delivery,Koramangala 4th Block,3.3,100.0,Budget (< ₹300)
"11, 27th Main, 4th Cross, VGS Layout, Vivek Nagar, Ejipura, Bangalore",Chowmein Kitchen,No,No,,0,+91 9535426203,Ejipura,Quick Bites,Not Specified,"Fast Food, Chinese",150,Delivery,Koramangala 4th Block,,150.0,Budget (< ₹300)
"14, 1st Cross Road, Chandra Reddy Layout, S T Bed Layout, Koramangala 1st Block, Bangalore",La Mirch,No,No,3.1/5,6,"080 65651180
080 65651181",Koramangala 1st Block,Delivery,Not Specified,"North Indian, Kashmiri",400,Delivery,Koramangala 4th Block,3.1,400.0,Mid-Tier (₹300 - ₹700)
"Koramangala 5th Block, Bangalore",Eat Repeat Express,No,No,3.5/5,10,,Koramangala 5th Block,Delivery,Not Specified,"North Indian, Chinese, Continental",600,Delivery,Koramangala 4th Block,3.5,600.0,Mid-Tier (₹300 - ₹700)
"Ejipura Signal, 100 Feet Ring Road, Opp. Cherry Electricals, Ejipura, Bangalore",Al-Hyatt,No,No,,0,"+91 9845613541
+91 7899990086",Ejipura,Quick Bites,Not Specified,"Biryani, Chinese",300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"8th Main Road, Koramangala 3rd Block, Bangalore",Sugary Bakers - A Boutique Bakery,No,No,,0,+91 9731890179,Koramangala 3rd Block,Bakery,Not Specified,"Bakery, Desserts",200,Delivery,Koramangala 4th Block,,200.0,Budget (< ₹300)
"24th Main Road, Ejipura, Bangalore",Virgins,No,No,,0,080 65651180,Ejipura,Quick Bites,Not Specified,Fast Food,150,Delivery,Koramangala 4th Block,,150.0,Budget (< ₹300)
"11, ATNT Complex, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Eat Well,No,No,3.0/5,34,+91 7406522007,Koramangala 6th Block,Quick Bites,Not Specified,"Chinese, North Indian",500,Delivery,Koramangala 4th Block,3.0,500.0,Mid-Tier (₹300 - ₹700)
"Near Shiva Theatre, Koramangala 8th Block, Bangalore",Big Foody's,No,No,3.2/5,4,+91 9900828202,Koramangala 8th Block,Delivery,Not Specified,"North Indian, Chinese, South Indian, Fast Food",500,Delivery,Koramangala 4th Block,3.2,500.0,Mid-Tier (₹300 - ₹700)
"945,Ground floor, 6th cross, 1st main, Near Wipro park, Koramangala 1st Block, Bangalore",Cakes and Moulds,No,No,3.6/5,19,"+91 9620666078
+91 9987045599",Koramangala 1st Block,Bakery,Not Specified,"Bakery, Desserts",300,Delivery,Koramangala 4th Block,3.6,300.0,Mid-Tier (₹300 - ₹700)
"Vaishnavi Summit, 6/B, Summit, 80 Feet Main Road, Koramangala 3rd Block, Bangalore",Jadoo Ka Dabba,No,No,3.6/5,20,"+91 9108173226
+91 9986872472",Koramangala 3rd Block,Delivery,Not Specified,"North Indian, Chinese",200,Delivery,Koramangala 4th Block,3.6,200.0,Budget (< ₹300)
"Near Forum Mall, Koramangala 3rd Block, Bangalore",Pockets and Bowls,No,No,3.3/5,5,+91 9886011847,Koramangala 3rd Block,Delivery,Not Specified,"Continental, Asian, North Indian",500,Delivery,Koramangala 4th Block,3.3,500.0,Mid-Tier (₹300 - ₹700)
"Near Platinum City, Teenya 1st Stage, Bengaluru, 560022, Koramangala 1st Block, Bangalore",Egg D,No,No,,0,00 09727741419,Koramangala 1st Block,Delivery,Not Specified,"North Indian, South Indian, Mexican",300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"19, 80 Feet Road, Koramangala 1st Block, Bangalore",Curryvape Restaurant,No,No,,0,"+91 8043027906
+91 6363216109",Koramangala 1st Block,Quick Bites,Not Specified,North Indian,300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"Plot 21, OYO Townhouse, Next to Lifestyle, Inner Ring Road, Koramangala 8th Block, Bangalore",Kitchen's Sea Food Restaurant,No,No,3.4/5,9,"+91 9972744009
+91 9738027560",Koramangala 8th Block,"Takeaway, Delivery","Sea Food, Dal Makhani, Basmati Rice, Butter Chicken, Chicken Tikka Masala","Seafood, North Indian, Chinese",800,Delivery,Koramangala 4th Block,3.4,800.0,Upper-Mid (₹700 - ₹1500)
"990, Ground Floor, 5th D Main Road, Koramangala 1st Block, Bangalore",Sizzlingo,No,No,,0,+91 9831810436,Koramangala 1st Block,Quick Bites,Not Specified,North Indian,600,Delivery,Koramangala 4th Block,,600.0,Mid-Tier (₹300 - ₹700)
Delivery Only,Evo,No,No,,0,+91 9831810463,Koramangala,Delivery,Not Specified,"Healthy Food, Salad",500,Delivery,Koramangala 4th Block,,500.0,Mid-Tier (₹300 - ₹700)
Delivery Only,Cafe Remix,No,No,,0,+91 9831810463,Koramangala,Delivery,Not Specified,"Mexican, Italian",600,Delivery,Koramangala 4th Block,,600.0,Mid-Tier (₹300 - ₹700)
"990, Ground Floor 5th D Main Road, Koramangala 1st Block, Bangalore",Rolling Rolls,No,No,,0,+91 9831810436,Koramangala 1st Block,"Takeaway, Delivery",Not Specified,"Fast Food, Rolls",450,Delivery,Koramangala 4th Block,,450.0,Mid-Tier (₹300 - ₹700)
"990, Ground Floor, 5th D Main Road, Koramangala 1st Block, Bangalore",Bengal Metro,No,No,,0,+91 9831810436,Koramangala 1st Block,Quick Bites,Not Specified,Bengali,600,Delivery,Koramangala 4th Block,,600.0,Mid-Tier (₹300 - ₹700)
"3rd Cross Road, Koramangala 6th Block, Bangalore",Delly Belly,No,No,3.2/5,5,+91 7760078618,Koramangala 6th Block,Delivery,Not Specified,"North Indian, Mughlai",400,Delivery,Koramangala 4th Block,3.2,400.0,Mid-Tier (₹300 - ₹700)
"Opposite Christ University, 1st Cross, Venkateswara Layout, Bengaluru, Koramangala 1st Block, Bangalore",Eat up's Cloud Kitchen,No,No,NEW,0,+91 9901315677,Koramangala 1st Block,Delivery,Not Specified,"Arabian, BBQ, Biryani, Chinese, Continental, Ice Cream, North Indian, South Indian",200,Delivery,Koramangala 4th Block,,200.0,Budget (< ₹300)
"Building No 1005, 7th Main, 1st Block, Near Wipro Park Signal, Koramangala 1st Block, Bangalore",Garden Hotel,No,No,NEW,0,+91 8296599678,Koramangala 1st Block,Quick Bites,Not Specified,"North Indian, Chinese, South Indian",400,Delivery,Koramangala 4th Block,,400.0,Mid-Tier (₹300 - ₹700)
"88, 17th main, 6th cross, Koramangala 5th Block, Bangalore",Sofiya Cakes,No,No,,0,+91 9945140333,Koramangala 5th Block,Delivery,Not Specified,"Bakery, Desserts",300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"Food Court, Eat Street, 80 Feet Main Road, Venkappa Garden, Koramangala 6th Block, Bangalore",Mr. Meow's Hotdogs,No,No,3.5/5,7,+91 9686656651,Koramangala 6th Block,"Food Court, Quick Bites",Not Specified,Fast Food,300,Delivery,Koramangala 4th Block,3.5,300.0,Mid-Tier (₹300 - ₹700)
"23, Buddanna Building, Ejipura Main Road, Ejipura, Bangalore",Blu Dale Fast Food,No,No,3.3/5,7,"080 25711433
+91 9986414014",Ejipura,Quick Bites,Not Specified,"Chinese, North Indian, Andhra, Seafood",250,Delivery,Koramangala 4th Block,3.3,250.0,Budget (< ₹300)
"Ground Floor, 55/3, 15th Cross, Ejipura Main Road, Near Ejipura Main Bus Stand, Ejipura, Bangalore",Victoria Terminus,No,No,3.4/5,6,+91 9066054315,Ejipura,Quick Bites,Not Specified,"Fast Food, Maharashtrian, Rolls",250,Delivery,Koramangala 4th Block,3.4,250.0,Budget (< ₹300)
"506, 6th Cross, 6th Block, Club Road, Koramangala 6th Block, Bangalore",Rice and Rolls,No,No,2.7/5,61,080 41737475,Koramangala 6th Block,Quick Bites,"Rolls, Shawarma Roll, Chicken Grill, Thali","Arabian, Biryani, North Indian, Chinese, Fast Food",500,Delivery,Koramangala 4th Block,2.7,500.0,Mid-Tier (₹300 - ₹700)
"8/1, 27th Cross, Vivek Nagar, Ejipura, Bangalore",Holiday Fast Food,No,No,3.4/5,21,+91 9844040004,Ejipura,Quick Bites,Not Specified,"Kerala, South Indian, Chinese",350,Delivery,Koramangala 4th Block,3.4,350.0,Mid-Tier (₹300 - ₹700)
"3, 27th Main Road, VGS Layout, Ejipura, Bangalore",Durga Maata Hotel,No,No,,0,+91 8296762093,Ejipura,Quick Bites,Not Specified,"North Indian, Chinese",200,Delivery,Koramangala 4th Block,,200.0,Budget (< ₹300)
"990, Ground Floor 5th D Main Road, Koramangala 1st Block, Bangalore",Homemade,No,No,,0,+91 9831810436,Koramangala 1st Block,"Takeaway, Delivery",Not Specified,North Indian,450,Delivery,Koramangala 4th Block,,450.0,Mid-Tier (₹300 - ₹700)
"Austin Town Vivek Nagar, Post Opposite Chaitanya, Ejipura, Bangalore",Lassi House,No,No,NEW,0,+91 7019570921,Ejipura,Beverage Shop,Not Specified,"Beverages, Desserts",150,Delivery,Koramangala 4th Block,,150.0,Budget (< ₹300)
"470, Ground Floor, 80 Feet Road, Koramangala 6th Block, Bangalore",Tasty Kitchens,Yes,No,NEW,0,+91 9972467489,Koramangala 6th Block,Quick Bites,Not Specified,Pizza,500,Delivery,Koramangala 4th Block,,500.0,Mid-Tier (₹300 - ₹700)
"45, Jakkasandra Cross, Koramangala 1st Block, Bangalore",Bombay Kulfi,No,No,,0,+91 9980934503,Koramangala 1st Block,Dessert Parlor,Not Specified,"Desserts, Ice Cream",150,Delivery,Koramangala 4th Block,,150.0,Budget (< ₹300)
"3, 27th Main, VGS Layout Ejipura, Ejipura, Bangalore",Desi Tadka,No,No,,0,"+91 8431326442
+91 9945504641",Ejipura,Quick Bites,Not Specified,North Indian,200,Delivery,Koramangala 4th Block,,200.0,Budget (< ₹300)
"Vivek Nagar Main Road, Ejipura Bus Stand, Ejipura, Bangalore",Aisha Tharavad,No,No,,0,"+91 9620070440
+91 8150020338",Ejipura,Quick Bites,Not Specified,"South Indian, Kerala",400,Delivery,Koramangala 4th Block,,400.0,Mid-Tier (₹300 - ₹700)
Koramangala 8th block shiva temple,Take Us Away,No,No,,0,+91 9148764605,Koramangala 5th Block,Delivery,Not Specified,Continental,400,Delivery,Koramangala 4th Block,,400.0,Mid-Tier (₹300 - ₹700)
"990, Ground Floor 5th D Main Road, Koramangala 1st Block, Bangalore",Oolala,No,No,,0,+91 9831810436,Koramangala 1st Block,"Takeaway, Delivery",Not Specified,"Bakery, Desserts",600,Delivery,Koramangala 4th Block,,600.0,Mid-Tier (₹300 - ₹700)
"1st Main, 80 Feet Road, K R Garden, Koramangala 8th Block, Bangalore",Bhaiyajees,No,No,,0,"+91 8123880291
+91 9972080291",Koramangala 8th Block,"Takeaway, Delivery",Not Specified,"North Indian, South Indian",300,Delivery,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
Delivery Only,Foodzoo,No,No,,0,+91 9831810463,Koramangala,Delivery,Not Specified,"Fast Food, Burger",450,Delivery,Koramangala 4th Block,,450.0,Mid-Tier (₹300 - ₹700)
"3, JR Mansion, 3rd cross, Koramangala 8th Block, Bangalore",Ligang,No,No,,0,080 40908070,Koramangala 8th Block,"Takeaway, Delivery",Not Specified,North Eastern,450,Delivery,Koramangala 4th Block,,450.0,Mid-Tier (₹300 - ₹700)
"194/54, 1st Main, B Block, Koramangala 8th Block, Bengaluru",SV Food Garden,No,No,,0,+91 9666611587,Koramangala 8th Block,Quick Bites,Not Specified,"Chinese, North Indian, South Indian, Hyderabadi",250,Delivery,Koramangala 4th Block,,250.0,Budget (< ₹300)
"Near Rama Temple Street, Ejipura, Bangalore",Juicy Juice,No,No,,0,+91 9611614445,Ejipura,Beverage Shop,Not Specified,"Beverages, Ice Cream",100,Delivery,Koramangala 4th Block,,100.0,Budget (< ₹300)
"1056, 80 Feet Road, Koramangala 3rd Block, Bangalore",Ginger restaurant,No,No,,0,+91 9513626751,Koramangala 3rd Block,Quick Bites,Not Specified,"Continental, Chinese, North Indian",400,Delivery,Koramangala 4th Block,,400.0,Mid-Tier (₹300 - ₹700)
"425, 8th Main Road, 6th Block, Koramangala 6th Block, Bangalore",Hotel Marina,No,No,2.8/5,26,080 25536779,Koramangala 6th Block,Quick Bites,Not Specified,"North Indian, Chinese, South Indian",400,Delivery,Koramangala 4th Block,2.8,400.0,Mid-Tier (₹300 - ₹700)
"42, 1st Main, 1st Block, Koramangala, Bangalore",Hotel Feast Ambur Biriyani,Yes,No,3.4/5,257,"+91 9844811800
+91 9844041821",Koramangala 1st Block,Quick Bites,"Chicken Biryani, Chicken Kebab","Biryani, Kebab",250,Delivery,Koramangala 4th Block,3.4,250.0,Budget (< ₹300)
"157/A, Behind EGL Tech Park, Murugeshpalya, Old Airport Road, Bangalore",Hello Resto-Pub,Yes,Yes,4.0/5,344,+91 8792929000,Old Airport Road,"Casual Dining, Pub","Burgers, Beef Steak, Cocktails, Chips, Chicken Soup, Onion Rings, Chicken Wings",Continental,900,Delivery,Koramangala 4th Block,4.0,900.0,Upper-Mid (₹700 - ₹1500)
"42, 1st main, Koramangala 1st Block, Bangalore",Dawat E Biryani,No,No,NEW,0,+91 9844041821,Koramangala 1st Block,Quick Bites,Not Specified,Biryani,200,Delivery,Koramangala 4th Block,,200.0,Budget (< ₹300)
"17, Bhuvaneshwari Road, 2nd Cross, Koramangala 8th Block, Bangalore",The Midnight Kitchen,Yes,No,3.8/5,72,+91 9148983663,Koramangala 8th Block,Delivery,Not Specified,"Continental, Chinese",250,Delivery,Koramangala 4th Block,3.8,250.0,Budget (< ₹300)
"132, Koramangala 4th Block, Bangalore",Vanilla Pod,No,No,NEW,0,+91 9742320272,Koramangala 4th Block,Bakery,Not Specified,Bakery,300,Desserts,Koramangala 4th Block,,300.0,Mid-Tier (₹300 - ₹700)
"14, Patel Narayana Reddy Layout, 80 Ft Main Road, Koramangala 6th Block, Bangalore",The Bier Library,Yes,Yes,4.3/5,552,080 49652559,Koramangala 6th Block,"Microbrewery, Casual Dining","Beer, Pizza, Mocktails, Pasta, Cocktails, Rasmalai, Brownie","Continental, North Indian, Pizza, BBQ","2,000",Desserts,Koramangala 4th Block,4.3,2000.0,Premium (> ₹1500)
"105, 1st A Cross, Koramangala 5th Block, Bangalore",XO Belgian Waffle,Yes,No,4.5/5,833,+91 9900332623,Koramangala 5th Block,Dessert Parlor,"Hot Chocolate, Chocolate Overload, Belgian Waffles, Nutella Waffle, Thick Shakes, Caramel Coffee, Vanilla Ice Cream","Desserts, Beverages",400,Desserts,Koramangala 4th Block,4.5,400.0,Mid-Tier (₹300 - ₹700)
"15, 60 Feet Road, 19th Main, Koramangala 6th Block, Bangalore",IceBreakers,No,No,4.4/5,491,+91 8123444800,Koramangala 6th Block,Dessert Parlor,"Ice Cream Roll, Waffles, Pizza, Nitrogen Ice Cream, Rolls, Brownie Fudge, Popcorn","Desserts, Ice Cream",500,Desserts,Koramangala 4th Block,4.4,500.0,Mid-Tier (₹300 - ₹700)
"99, 5th Cross, Koramangala 6th Block, Bangalore",Polar Bear,Yes,No,4.2/5,195,080 49652814,Koramangala 6th Block,Dessert Parlor,"Choco Fudge Brownie, Sandwich, Ice Cream Pizza, Tiramisu, Sandwiches, Chocolate Icecreams, Hot Chocolate","Ice Cream, Desserts, Beverages, Sandwich",400,Desserts,Koramangala 4th Block,4.2,400.0,Mid-Tier (₹300 - ₹700)
"702, 6th A Cross, 3rd Block, Koramangala 3rd Block, Bangalore",Kanti Sweets,Yes,No,3.9/5,68,080 41148472,Koramangala 3rd Block,Sweet Shop,Not Specified,"Mithai, Street Food",400,Desserts,Koramangala 4th Block,3.9,400.0,Mid-Tier (₹300 - ₹700)
"1004, 80 Feet Road, Near Wipro Signal, 1st Block, Koramangala 1st Block, Bangalore",Kulfi & More,No,No,3.5/5,7,+91 9686689359,Koramangala 1st Block,Dessert Parlor,Not Specified,"Ice Cream, Beverages",200,Desserts,Koramangala 4th Block,3.5,200.0,Budget (< ₹300)
"South/9, Ground FLoor, 7th Main, 80 Feet Road, Koramangala 1st Block, Bangalore, Bengaluru",iFruit Live Ice Creams,No,No,3.4/5,10,+91 9742768863,Koramangala 1st Block,Dessert Parlor,Not Specified,Ice Cream,300,Desserts,Koramangala 4th Block,3.4,300.0,Mid-Tier (₹300 - ₹700)
